Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/models/beit/feature_extraction_beit.py:28: FutureWarning: The class BeitFeatureExtractor is deprecated and will be removed in version 5 of Transformers. Please use BeitImageProcessor instead.
  warnings.warn(
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/models/beit/image_processing_beit.py:110: FutureWarning: The `reduce_labels` parameter is deprecated and will be removed in a future version. Please use `do_reduce_labels` instead.
  warnings.warn(
Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
epoch: 0
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/tokenization_utils_base.py:2619: FutureWarning: The `pad_to_max_length` argument is deprecated and will be removed in a future version, use `padding=True` or `padding='longest'` to pad to the longest sequence in the batch, or use `padding='max_length'` to pad to a max length. In this case, you can give a specific length with `max_length` (e.g. `max_length=45`) or leave max_length to None to pad to the maximal input size of the model (e.g. 512 for Bert).
  warnings.warn(
It looks like you are trying to rescale already rescaled images. If the input images have pixel values between 0 and 1, set `do_rescale=False` to avoid rescaling them again.
tensor(3.0803, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3165, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2555, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7695, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0346, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3408, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1745, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5919, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5436, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5397, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4184, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6993, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3004, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4558, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7455, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0570, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7152, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7066, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.6272, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5570, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8418, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3449, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.6515, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.5295, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0799, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1404, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3127, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1670, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3569, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1415, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8996, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3520, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1208, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7165, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5583, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1525, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9157, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7849, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0346, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5422, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9904, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7577, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9394, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2319, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2157, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2371, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8999, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.4731, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4410, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5984, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1465, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0903, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8849, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1119, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7513, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8218, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4987, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6007, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1381, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0202, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2958, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5762, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2394, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4141, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9270, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5988, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0250, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0351, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2013, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0300, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6303, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1585, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5104, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7616, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6135, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7853, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5552, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6810, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7698, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7725, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0428, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1551, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9967, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6381, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9678, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3940, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9200, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3903, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5936, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3289, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4052, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5751, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1616, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.0442, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8980, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0586, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1317, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6556, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4011, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7302, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1239, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7843, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5211, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.8722, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0804, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5616, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4294, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5143, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4345, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5632, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8522, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4644, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1097, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0862, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0090, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6891, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4331, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1896, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9953, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0238, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7365, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3025, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7480, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1098, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5684, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5264, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1029, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1608, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5987, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4031, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4960, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8026, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3039, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1731, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.9698, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.5672, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4890, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0020, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(0.7470, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.5767, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.9592, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7165, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4950, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1343, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1063, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0954, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2763, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.7009, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1611, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3864, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4878, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1632, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3311, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1361, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2835, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1848, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6336, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3433, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1518, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3932, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3949, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9530, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6807, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9702, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1127, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7243, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9674, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8968, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0766, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.4988, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4826, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0879, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2649, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4436, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6371, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3420, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1642, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2078, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0762, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1877, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2478, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2858, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4530, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9617, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4284, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7454, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2839, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3786, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3410, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2889, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0600, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0956, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9151, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9770, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8781, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1211, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9973, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5492, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5164, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3445, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6954, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6948, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3234, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6457, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1181, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9677, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1179, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5898, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5685, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4232, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7725, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.5938, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6192, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8182, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5965, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9916, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3698, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9991, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.5721, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7053, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6135, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4091, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9620, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.8722, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1609, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9137, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1976, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3410, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9582, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9352, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5486, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8479, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6811, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5310, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4629, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2953, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9583, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7315, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6747, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5834, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9315, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4805, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7796, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5226, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9176, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3314, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4109, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9250, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1436, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2139, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0334, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8422, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5238, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7488, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0343, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9775, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6095, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6608, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5834, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7102, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7041, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5793, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8890, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1326, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0518, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0072, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9357, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3160, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8966, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1326, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9932, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0482, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6939, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0374, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7679, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3962, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6418, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0112, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5197, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1075, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8445, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0491, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3169, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7991, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5507, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3112, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0444, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9063, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2986, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5816, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3880, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5140, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6737, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0609, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4509, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8001, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9852, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3577, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9127, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9986, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2308, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8404, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3041, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.3685, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5708, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0174, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6649, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1075, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8074, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7680, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6344, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7322, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0655, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2829, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0498, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9308, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6060, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5151, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1545, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5426, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3582, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7130, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9199, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2535, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5234, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2353, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6830, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9755, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3224, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6091, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2486, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9500, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9624, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9443, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5931, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2647, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6581, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8018, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0541, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3954, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5828, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2834, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.4411, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0662, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.3568, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8012, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8879, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0657, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9723, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6727, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9800, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5980, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2206, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5531, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9459, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2736, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8451, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6047, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4300, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3535, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4858, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0910, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.7176, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2254, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0339, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1968, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0821, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8900, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5481, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0829, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9289, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1289, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9435, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.6469, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0240, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9243, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6482, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5049, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1831, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9311, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2689, device='cuda:0', grad_fn=<NllLossBackward0>)
